,0
19706,H
19707,A
19708,H
19709,A
19710,H
19711,H
19712,H
19713,H
19714,H
19715,H
19716,A
19717,H
19718,H
19719,A
19720,A
19721,H
19722,A
19723,A
19724,H
19725,A
19726,A
19727,H
19728,H
19729,H
19730,H
19731,A
19732,H
19733,A
19734,H
19735,H
19736,A
19737,A
19738,A
19739,A
19740,H
19741,H
19742,H
19743,H
19744,H
19745,H
19746,H
19747,H
19748,A
19749,H
19750,A
19751,A
19752,H
19753,A
19754,H
19755,A
19756,H
19757,A
19758,A
19759,A
19760,A
19761,A
19762,H
19763,A
19764,H
19765,H
19766,A
19767,H
19768,A
19769,H
19770,H
19771,H
19772,A
19773,A
19774,A
19775,A
19776,A
19777,A
19778,H
19779,A
19780,A
19781,H
19782,H
19783,H
19784,A
19785,A
19786,H
19787,H
19788,H
19789,H
19790,H
19791,A
19792,A
19793,A
19794,A
19795,A
19796,A
19797,H
19798,A
19799,H
19800,H
19801,A
19802,H
19803,H
19804,A
19805,A
19806,H
19807,A
19808,A
19809,A
19810,H
19811,H
19812,A
19813,A
19814,A
19815,H
19816,H
19817,A
19818,H
19819,A
19820,A
19821,H
19822,A
19823,A
19824,A
19825,H
19826,H
19827,H
19828,A
19829,H
19830,A
19831,H
19832,A
19833,A
19834,H
19835,H
19836,H
19837,A
19838,A
19839,A
19840,A
19841,A
19842,H
19843,H
19844,A
19845,A
19846,H
19847,H
19848,A
19849,A
19850,H
19851,A
19852,A
19853,A
19854,A
19855,A
19856,H
19857,H
19858,A
19859,H
19860,A
19861,H
19862,A
19863,A
19864,H
19865,A
19866,H
19867,H
19868,A
19869,A
19870,H
19871,H
19872,A
19873,A
19874,A
19875,A
19876,A
19877,H
19878,H
19879,H
19880,H
19881,H
19882,A
19883,H
19884,A
19885,H
19886,A
19887,H
19888,A
19889,H
19890,H
19891,A
19892,A
19893,A
19894,H
19895,A
19896,A
19897,H
19898,A
19899,H
19900,A
19901,H
19902,H
19903,H
19904,H
19905,A
19906,H
19907,A
19908,A
19909,H
19910,H
19911,A
19912,H
19913,A
19914,H
19915,A
19916,H
19917,H
19918,H
19919,H
19920,A
19921,H
19922,A
19923,H
19924,H
19925,H
19926,H
19927,H
19928,H
19929,A
19930,A
19931,H
19932,H
19933,H
19934,H
19935,A
19936,H
19937,H
19938,H
19939,H
19940,A
19941,A
19942,H
19943,H
19944,A
19945,A
19946,H
19947,A
19948,A
19949,A
19950,H
19951,A
19952,A
19953,H
19954,H
19955,A
19956,A
19957,H
19958,H
19959,A
19960,A
19961,A
19962,A
19963,H
19964,H
19965,H
19966,H
19967,H
19968,H
19969,A
19970,A
19971,H
19972,H
19973,H
19974,A
19975,A
19976,A
19977,H
19978,A
19979,A
19980,H
19981,H
19982,A
19983,A
19984,A
19985,H
19986,A
19987,A
19988,A
19989,H
19990,H
19991,A
19992,H
19993,A
19994,A
19995,A
19996,H
19997,H
19998,A
19999,A
20000,A
20001,A
20002,H
20003,H
20004,H
20005,H
20006,A
20007,A
20008,A
20009,H
20010,A
20011,A
20012,H
20013,H
20014,A
20015,H
20016,H
20017,A
20018,H
20019,A
20020,H
20021,H
20022,H
20023,H
20024,A
20025,A
20026,A
20027,H
20028,H
20029,A
20030,H
20031,H
20032,H
20033,H
20034,H
20035,H
20036,H
20037,A
20038,H
20039,A
20040,H
20041,H
20042,A
20043,H
20044,A
20045,H
20046,A
20047,H
20048,H
20049,A
20050,A
20051,H
20052,A
20053,H
20054,A
20055,H
20056,A
20057,A
20058,A
20059,H
20060,H
20061,A
20062,H
20063,H
20064,A
20065,A
20066,H
20067,A
20068,A
20069,H
20070,A
20071,A
20072,H
20073,H
20074,H
20075,A
20076,H
20077,H
20078,H
20079,H
20080,A
20081,A
20082,H
20083,H
20084,H
20085,H
20086,H
20087,A
20088,H
20089,H
20090,A
20091,H
20092,H
20093,H
20094,A
20095,A
20096,A
20097,A
20098,A
20099,H
20100,A
20101,A
20102,H
20103,H
20104,A
20105,A
20106,H
20107,A
20108,H
20109,H
20110,H
20111,H
20112,H
20113,A
20114,H
20115,A
20116,H
20117,A
20118,H
20119,A
20120,A
20121,H
20122,A
20123,A
20124,A
20125,H
20126,H
20127,H
20128,A
20129,A
20130,H
20131,H
20132,A
20133,H
20134,H
20135,A
20136,H
20137,H
20138,A
20139,A
20140,A
20141,H
20142,A
20143,A
20144,H
20145,A
20146,H
20147,H
20148,H
20149,A
20150,H
20151,H
20152,A
20153,A
20154,H
20155,H
20156,H
20157,H
20158,A
20159,H
20160,H
20161,H
20162,H
20163,A
20164,H
20165,H
20166,H
20167,H
20168,H
20169,A
20170,A
20171,A
20172,A
20173,H
20174,A
20175,H
20176,A
20177,A
20178,A
20179,H
20180,A
20181,A
20182,H
20183,A
20184,H
20185,A
20186,A
20187,H
20188,A
20189,A
20190,A
20191,H
20192,H
20193,H
20194,A
20195,H
20196,A
20197,A
20198,A
20199,H
20200,H
20201,A
20202,A
20203,A
20204,A
20205,H
20206,H
20207,H
20208,H
20209,H
20210,A
20211,A
20212,H
20213,A
20214,A
20215,A
20216,A
20217,A
20218,H
20219,A
20220,H
20221,H
20222,A
20223,H
20224,H
20225,H
20226,H
20227,H
20228,H
20229,H
20230,H
20231,A
20232,A
20233,H
20234,H
20235,A
20236,H
20237,A
20238,A
20239,H
20240,H
20241,H
20242,H
20243,H
20244,A
20245,A
20246,A
20247,H
20248,H
20249,A
20250,A
20251,A
20252,H
20253,H
20254,H
20255,H
20256,A
20257,H
20258,H
20259,A
20260,H
20261,H
20262,H
20263,H
20264,H
20265,H
20266,H
20267,A
20268,H
20269,A
20270,H
20271,A
20272,A
20273,A
20274,H
20275,H
20276,H
20277,H
20278,H
20279,A
20280,H
20281,A
20282,A
20283,A
20284,A
20285,A
20286,A
20287,A
20288,H
20289,H
20290,A
20291,H
20292,H
20293,H
20294,H
20295,H
20296,H
20297,H
20298,H
20299,H
20300,A
20301,H
20302,H
20303,H
20304,H
20305,A
20306,H
20307,A
20308,A
20309,H
20310,H
20311,A
20312,H
20313,A
20314,A
20315,H
20316,H
20317,A
20318,H
20319,A
20320,A
20321,H
20322,A
20323,H
20324,H
20325,H
20326,A
20327,A
20328,H
20329,H
20330,H
20331,A
20332,A
20333,H
20334,H
20335,A
20336,H
20337,A
20338,A
20339,H
20340,H
20341,A
20342,H
20343,H
20344,H
20345,H
20346,H
20347,H
20348,H
20349,A
20350,H
20351,H
20352,A
20353,H
20354,H
20355,H
20356,H
20357,H
20358,H
20359,H
20360,H
20361,H
20362,H
20363,H
20364,A
20365,H
20366,H
20367,H
20368,H
20369,A
20370,H
20371,H
20372,H
20373,H
20374,A
20375,H
20376,A
20377,A
20378,A
20379,H
20380,A
20381,H
20382,A
20383,A
20384,A
20385,H
20386,A
20387,H
20388,A
20389,H
20390,A
20391,A
20392,H
20393,A
20394,A
20395,H
20396,H
20397,A
20398,H
20399,H
20400,H
20401,H
20402,A
20403,H
20404,H
20405,H
20406,H
20407,H
20408,H
20409,A
20410,H
20411,H
20412,H
20413,H
20414,H
20415,A
20416,H
20417,H
20418,A
20419,A
20420,H
20421,A
20422,A
20423,H
20424,A
20425,H
20426,H
20427,H
20428,H
20429,A
20430,H
20431,A
20432,H
20433,H
20434,A
20435,H
20436,H
20437,A
20438,H
20439,A
20440,H
20441,H
20442,A
20443,H
20444,A
20445,H
20446,H
20447,A
20448,H
20449,H
20450,A
20451,H
20452,H
20453,A
20454,H
20455,H
20456,A
20457,H
20458,H
20459,A
20460,H
20461,H
20462,H
20463,A
20464,A
20465,A
20466,A
20467,H
20468,H
20469,H
20470,A
20471,H
20472,H
20473,H
20474,H
20475,H
20476,H
20477,A
20478,A
20479,H
20480,A
20481,A
20482,H
20483,A
20484,A
20485,H
20486,A
20487,H
20488,A
20489,A
20490,A
20491,A
20492,H
20493,H
20494,H
20495,A
20496,A
20497,H
20498,H
20499,H
20500,H
20501,A
20502,H
20503,H
20504,H
20505,A
20506,A
20507,H
20508,A
20509,H
20510,A
20511,A
20512,A
20513,H
20514,H
20515,H
20516,H
20517,H
20518,A
20519,H
20520,H
20521,H
20522,H
20523,H
20524,H
20525,H
20526,A
20527,H
20528,H
20529,A
20530,H
20531,H
20532,A
20533,H
20534,H
20535,H
20536,A
20537,H
20538,H
20539,A
20540,H
20541,A
20542,A
20543,H
20544,H
20545,A
20546,H
20547,A
20548,H
20549,H
20550,A
20551,A
20552,A
20553,A
20554,H
20555,H
20556,A
20557,H
20558,H
20559,A
20560,A
20561,H
20562,H
20563,H
20564,H
20565,H
20566,H
20567,H
20568,A
20569,H
20570,H
20571,H
20572,A
20573,A
20574,H
20575,H
20576,H
20577,H
20578,H
20579,H
20580,H
20581,A
20582,H
20583,H
20584,H
20585,H
20586,A
20587,H
20588,A
20589,A
20590,H
20591,A
20592,A
20593,A
20594,H
20595,A
20596,H
20597,H
20598,H
20599,A
20600,A
20601,H
20602,H
20603,A
20604,H
20605,H
20606,H
20607,H
20608,H
20609,H
20610,H
20611,H
20612,H
20613,H
20614,A
20615,A
20616,A
20617,H
20618,H
20619,H
20620,H
20621,H
20622,H
20623,H
20624,H
20625,A
20626,A
20627,H
20628,H
20629,A
20630,H
20631,H
20632,H
20633,H
20634,H
20635,H
20636,H
20637,H
20638,H
20639,H
20640,A
20641,H
20642,A
20643,H
20644,H
20645,H
20646,A
20647,H
20648,A
20649,A
20650,H
20651,A
20652,A
20653,H
20654,H
20655,A
20656,A
20657,A
20658,A
20659,H
20660,H
20661,H
20662,H
20663,H
20664,H
20665,A
20666,H
20667,A
20668,A
20669,A
20670,A
20671,A
20672,A
20673,A
20674,A
20675,A
20676,A
20677,A
20678,A
20679,H
20680,H
20681,H
20682,A
20683,H
20684,H
20685,H
20686,H
20687,A
20688,H
20689,H
20690,A
20691,A
20692,H
20693,A
20694,H
20695,A
20696,H
20697,H
20698,H
20699,H
20700,A
20701,H
20702,H
20703,H
20704,A
20705,H
20706,A
20707,H
20708,H
20709,H
20710,A
20711,A
20712,H
20713,H
20714,A
20715,A
20716,A
20717,H
20718,H
20719,A
20720,H
20721,H
20722,A
20723,H
20724,H
20725,A
20726,A
20727,H
20728,H
20729,A
20730,A
20731,A
20732,H
20733,H
20734,H
20735,H
20736,A
20737,A
20738,H
20739,H
20740,A
20741,H
20742,A
20743,H
20744,A
20745,A
20746,H
20747,A
20748,A
20749,A
20750,H
20751,H
20752,H
20753,H
20754,A
20755,A
20756,H
20757,H
20758,H
20759,A
20760,H
20761,H
20762,H
20763,A
20764,H
20765,H
20766,H
20767,H
20768,H
20769,A
20770,H
20771,A
20772,H
20773,H
20774,H
20775,A
20776,H
20777,A
20778,A
20779,H
20780,A
20781,A
20782,H
20783,H
20784,H
20785,A
20786,A
20787,H
20788,A
20789,A
20790,A
20791,A
20792,H
20793,A
20794,H
20795,A
20796,H
20797,A
20798,A
20799,H
20800,H
20801,H
20802,H
20803,H
20804,H
20805,H
20806,H
20807,H
20808,A
20809,H
20810,H
20811,A
20812,A
20813,H
20814,H
20815,A
20816,H
20817,H
20818,H
20819,A
20820,H
20821,A
20822,H
20823,H
20824,A
20825,H
20826,H
20827,H
20828,A
20829,A
20830,H
20831,H
20832,H
20833,H
20834,A
20835,H
20836,A
20837,H
20838,A
20839,A
20840,H
20841,A
20842,A
20843,H
20844,A
20845,H
20846,H
20847,A
20848,A
20849,H
20850,A
20851,H
20852,H
20853,A
20854,A
20855,H
20856,A
20857,A
20858,A
20859,H
20860,H
20861,H
20862,A
20863,H
20864,A
20865,H
20866,A
20867,A
20868,H
20869,H
20870,A
20871,A
20872,H
20873,A
20874,A
20875,H
20876,A
20877,A
20878,A
20879,A
20880,A
20881,A
20882,H
20883,H
20884,H
20885,A
20886,H
20887,H
20888,H
20889,H
20890,H
20891,A
20892,A
20893,A
20894,H
20895,H
20896,A
20897,A
20898,H
20899,H
20900,A
20901,H
20902,H
20903,A
20904,A
20905,H
20906,A
20907,H
20908,H
20909,H
20910,H
20911,A
20912,A
20913,H
20914,A
20915,H
20916,A
20917,H
20918,H
20919,H
20920,H
20921,A
20922,A
20923,H
20924,H
20925,H
20926,A
20927,H
20928,A
20929,A
20930,A
20931,A
20932,H
20933,H
20934,A
20935,H
20936,H
20937,H
20938,H
20939,H
20940,A
20941,H
20942,A
20943,A
20944,A
20945,A
20946,H
20947,H
20948,H
20949,H
20950,H
20951,H
20952,H
20953,H
20954,H
20955,H
20956,H
20957,A
20958,H
20959,H
20960,H
20961,H
20962,A
20963,H
20964,H
20965,H
20966,A
20967,H
20968,A
20969,H
20970,A
20971,H
20972,H
20973,H
20974,A
20975,H
20976,H
20977,H
20978,A
20979,A
20980,H
20981,A
20982,H
20983,H
20984,H
20985,H
20986,H
20987,H
20988,H
20989,H
20990,H
20991,H
20992,A
20993,A
20994,H
20995,A
20996,A
20997,H
20998,H
20999,H
21000,A
21001,H
21002,H
21003,A
21004,A
21005,H
21006,H
21007,H
21008,A
21009,H
21010,H
21011,H
21012,A
21013,A
21014,A
21015,H
21016,H
21017,H
21018,H
21019,A
21020,A
21021,H
21022,A
21023,H
21024,H
21025,H
21026,A
21027,H
21028,H
21029,H
21030,H
21031,A
21032,A
21033,H
21034,A
21035,H
21036,H
21037,H
21038,H
21039,H
21040,A
21041,A
21042,H
21043,H
21044,A
21045,A
21046,H
21047,H
21048,H
21049,A
21050,A
21051,A
21052,A
21053,H
21054,H
21055,H
21056,H
21057,A
21058,H
21059,A
21060,A
21061,H
21062,H
21063,H
21064,H
21065,H
21066,H
21067,H
21068,A
21069,H
21070,H
21071,H
21072,H
21073,A
21074,A
21075,H
21076,H
21077,H
21078,A
21079,H
21080,A
21081,H
21082,H
21083,A
21084,A
21085,A
21086,A
21087,H
21088,H
21089,A
21090,A
21091,A
21092,A
21093,H
21094,H
21095,H
21096,H
21097,H
21098,A
21099,A
21100,A
21101,A
21102,H
21103,H
21104,H
21105,H
21106,A
21107,H
21108,H
21109,H
21110,A
21111,A
21112,H
21113,H
21114,H
21115,H
21116,H
21117,A
21118,H
21119,A
21120,H
21121,H
21122,A
21123,H
21124,A
21125,A
21126,H
21127,H
21128,A
21129,H
21130,A
21131,A
21132,A
21133,A
21134,A
21135,A
21136,H
21137,A
21138,H
21139,H
21140,H
21141,A
21142,H
21143,H
21144,A
21145,A
21146,H
21147,A
21148,H
21149,H
21150,H
21151,H
21152,H
21153,H
21154,H
21155,A
21156,H
21157,H
21158,A
21159,H
21160,A
21161,A
21162,A
21163,H
21164,A
21165,A
21166,H
21167,A
21168,A
21169,A
21170,H
21171,H
21172,A
21173,H
21174,H
21175,H
21176,H
21177,H
21178,H
21179,H
21180,H
21181,A
21182,H
21183,H
21184,A
21185,A
21186,H
21187,H
21188,A
21189,H
21190,A
21191,H
21192,H
21193,H
21194,A
21195,H
21196,H
21197,H
21198,H
21199,A
21200,H
21201,H
21202,H
21203,H
21204,H
21205,H
21206,A
21207,H
21208,H
21209,H
21210,H
21211,A
21212,H
21213,A
21214,H
21215,A
21216,H
21217,H
21218,A
21219,H
21220,H
21221,H
21222,H
21223,H
21224,A
21225,A
21226,H
21227,A
21228,H
21229,A
21230,A
21231,H
21232,H
21233,H
21234,A
21235,H
21236,H
21237,A
21238,A
21239,H
21240,H
21241,A
21242,A
21243,A
21244,H
21245,H
21246,A
21247,A
21248,H
21249,H
21250,A
21251,H
21252,H
21253,A
21254,A
21255,A
21256,H
21257,A
21258,H
21259,H
21260,A
21261,H
21262,H
21263,H
21264,A
21265,A
21266,H
21267,H
21268,A
21269,H
21270,A
21271,A
21272,A
21273,A
21274,H
21275,H
21276,H
21277,A
21278,H
21279,A
21280,H
21281,H
21282,H
21283,H
21284,A
21285,H
21286,A
21287,H
21288,H
21289,H
21290,H
21291,H
21292,A
21293,A
21294,H
21295,H
21296,A
21297,H
21298,A
21299,H
21300,H
21301,H
21302,A
21303,H
21304,H
21305,A
21306,H
21307,H
21308,A
21309,H
21310,A
21311,H
21312,H
21313,H
21314,H
21315,H
21316,A
21317,A
21318,H
21319,A
21320,H
21321,H
21322,H
21323,H
21324,A
21325,H
21326,H
21327,H
21328,A
21329,A
21330,A
21331,H
21332,A
21333,A
21334,A
21335,A
21336,H
21337,H
21338,H
21339,A
21340,H
21341,H
21342,H
21343,A
21344,H
21345,A
21346,A
21347,H
21348,A
21349,A
21350,A
21351,A
21352,A
21353,A
21354,H
21355,A
21356,H
21357,H
21358,H
21359,H
21360,A
21361,A
21362,H
21363,A
21364,A
21365,H
21366,A
21367,A
21368,A
21369,A
21370,H
21371,A
21372,H
21373,H
21374,H
21375,H
21376,A
21377,A
21378,H
21379,A
21380,H
21381,H
21382,H
21383,H
21384,H
21385,A
21386,A
21387,A
21388,A
21389,H
21390,A
21391,A
21392,H
21393,A
21394,H
21395,A
21396,H
21397,H
21398,H
21399,H
21400,H
21401,H
21402,A
21403,H
21404,H
21405,H
21406,H
21407,H
21408,H
21409,A
21410,A
21411,H
21412,H
21413,A
21414,H
21415,H
21416,A
21417,H
21418,A
21419,A
21420,A
21421,H
21422,A
21423,H
21424,A
21425,A
21426,H
21427,H
21428,A
21429,H
21430,H
21431,H
21432,H
21433,H
21434,A
21435,H
21436,H
21437,H
21438,A
21439,H
21440,H
21441,H
21442,H
21443,A
21444,A
21445,H
21446,H
21447,A
21448,A
21449,A
21450,H
21451,H
21452,H
21453,H
21454,A
21455,A
21456,A
21457,A
21458,H
21459,A
21460,A
21461,H
21462,A
21463,H
21464,H
21465,A
21466,H
21467,A
21468,A
21469,H
21470,H
21471,A
21472,A
21473,A
21474,H
21475,H
21476,H
21477,H
21478,H
21479,H
21480,H
21481,A
21482,H
21483,H
21484,H
21485,H
21486,A
21487,A
21488,H
21489,A
21490,A
21491,A
21492,A
21493,H
21494,A
21495,H
21496,H
21497,H
21498,A
21499,H
21500,A
21501,A
21502,A
21503,H
21504,A
21505,A
21506,H
21507,H
21508,H
21509,H
21510,H
21511,H
21512,H
21513,H
21514,H
21515,A
21516,H
21517,A
21518,H
21519,A
21520,H
21521,H
21522,H
21523,H
21524,A
21525,H
21526,H
21527,H
21528,H
21529,H
21530,H
21531,A
21532,H
21533,A
21534,H
21535,H
21536,H
21537,H
21538,H
21539,A
21540,A
21541,A
21542,H
21543,H
21544,H
21545,H
21546,H
21547,A
21548,A
21549,H
21550,H
21551,H
21552,A
21553,A
21554,H
21555,H
21556,A
21557,H
21558,A
21559,A
21560,H
21561,A
21562,A
21563,H
21564,H
21565,A
21566,A
21567,A
21568,H
21569,A
21570,H
21571,A
21572,H
21573,A
21574,H
21575,H
21576,A
21577,A
21578,H
21579,A
21580,H
21581,A
21582,H
21583,H
21584,H
21585,A
21586,H
21587,A
21588,H
21589,H
21590,A
21591,H
21592,H
21593,A
21594,A
21595,A
21596,H
21597,A
21598,H
21599,A
21600,H
21601,H
21602,A
21603,A
21604,A
21605,H
21606,A
21607,A
21608,H
21609,H
21610,H
21611,A
21612,H
21613,A
21614,A
21615,H
21616,A
21617,H
21618,A
21619,A
21620,A
21621,H
21622,H
21623,H
21624,H
21625,H
21626,H
21627,A
21628,H
21629,H
21630,H
21631,A
21632,H
21633,A
21634,H
21635,H
21636,H
21637,A
21638,H
21639,A
21640,A
21641,A
21642,A
21643,H
21644,A
21645,H
21646,A
21647,H
21648,H
21649,A
21650,A
21651,A
21652,A
21653,H
21654,H
21655,H
21656,A
21657,H
21658,H
21659,A
21660,A
21661,H
21662,A
21663,H
21664,H
21665,A
21666,H
21667,H
21668,A
21669,A
21670,H
21671,A
21672,A
21673,H
21674,H
21675,H
21676,H
21677,A
21678,A
21679,A
21680,H
21681,A
21682,H
21683,A
21684,H
21685,H
21686,A
21687,H
21688,A
21689,A
21690,A
21691,A
21692,A
21693,A
21694,A
21695,H
21696,H
21697,A
21698,H
21699,H
21700,H
21701,A
21702,H
21703,H
21704,A
21705,H
21706,A
21707,A
21708,H
21709,H
21710,H
21711,H
21712,H
21713,H
21714,H
21715,A
21716,H
21717,H
21718,H
21719,H
21720,H
21721,A
21722,A
21723,H
21724,H
21725,H
21726,H
21727,H
21728,A
21729,A
21730,A
21731,H
21732,H
21733,H
21734,H
21735,H
21736,A
21737,H
21738,A
21739,H
21740,H
21741,A
21742,A
21743,A
21744,A
21745,H
21746,A
21747,H
21748,H
21749,H
21750,H
21751,A
21752,A
21753,H
21754,A
21755,H
21756,H
21757,H
21758,H
21759,H
21760,A
21761,H
21762,A
21763,H
21764,H
21765,H
21766,A
21767,H
21768,A
21769,H
21770,H
21771,H
21772,H
21773,A
21774,H
21775,A
21776,H
21777,A
21778,H
21779,A
21780,H
21781,H
21782,A
21783,H
21784,A
21785,H
21786,H
21787,A
21788,H
21789,H
21790,A
21791,A
21792,H
21793,H
21794,H
21795,H
21796,H
21797,H
21798,A
21799,H
21800,H
21801,H
21802,H
21803,A
21804,A
21805,H
21806,A
21807,A
21808,A
21809,H
21810,A
21811,H
21812,A
21813,H
21814,H
21815,H
21816,H
21817,H
21818,A
21819,H
21820,H
21821,H
21822,A
21823,H
21824,A
21825,H
21826,H
21827,A
21828,A
21829,A
21830,H
21831,A
21832,H
21833,H
21834,H
21835,H
21836,A
21837,A
21838,H
21839,H
21840,A
21841,A
21842,H
21843,A
21844,H
21845,A
21846,H
21847,A
21848,A
21849,H
21850,H
21851,A
21852,H
21853,A
21854,H
21855,H
21856,H
21857,H
21858,H
21859,H
21860,H
21861,A
21862,A
21863,A
21864,A
21865,H
21866,A
21867,H
21868,H
21869,H
21870,H
21871,A
21872,H
21873,A
21874,H
21875,A
21876,H
21877,A
21878,H
21879,H
21880,H
21881,H
21882,A
21883,H
21884,H
21885,H
21886,A
21887,H
21888,H
21889,H
21890,H
21891,H
21892,H
21893,H
21894,A
21895,H
21896,H
21897,H
21898,H
21899,H
21900,A
21901,H
21902,H
21903,A
21904,H
21905,A
21906,A
21907,H
21908,A
21909,H
21910,H
21911,A
21912,A
21913,H
21914,H
21915,H
21916,A
21917,H
21918,H
21919,A
21920,A
21921,H
21922,A
21923,H
21924,H
21925,H
21926,H
21927,A
21928,A
21929,H
21930,H
21931,A
21932,H
21933,A
21934,H
21935,A
21936,A
21937,H
21938,H
21939,H
21940,A
21941,H
21942,H
21943,H
21944,H
21945,A
21946,H
21947,A
21948,H
21949,A
21950,H
21951,A
21952,H
21953,A
21954,H
21955,A
21956,A
21957,H
21958,A
21959,A
21960,H
21961,A
21962,H
21963,A
21964,A
21965,A
21966,H
21967,H
21968,H
21969,H
21970,A
21971,A
21972,A
21973,A
21974,H
21975,H
21976,H
21977,A
21978,A
21979,A
21980,H
21981,A
21982,H
21983,H
21984,A
21985,H
21986,H
21987,H
21988,H
21989,H
21990,A
21991,H
21992,A
21993,A
21994,A
21995,H
21996,H
21997,A
21998,H
21999,H
22000,H
22001,H
22002,H
22003,H
22004,A
22005,H
22006,H
22007,H
22008,A
22009,A
22010,A
22011,H
22012,H
22013,A
22014,H
22015,H
22016,A
22017,H
22018,H
22019,H
22020,H
22021,A
22022,A
22023,A
22024,A
22025,H
22026,A
22027,A
22028,H
22029,H
22030,A
22031,A
22032,A
22033,H
22034,H
22035,H
22036,A
22037,H
22038,H
22039,H
22040,H
22041,A
22042,A
22043,H
22044,H
22045,A
22046,A
22047,H
22048,H
22049,H
22050,H
22051,H
22052,A
22053,A
22054,H
22055,A
22056,A
22057,H
22058,A
22059,H
22060,H
22061,A
22062,A
22063,H
22064,H
22065,H
22066,H
22067,H
22068,H
22069,A
22070,H
22071,H
22072,H
22073,A
22074,H
22075,H
22076,A
22077,H
22078,H
22079,H
22080,A
22081,A
22082,H
22083,H
22084,A
22085,H
22086,H
22087,H
22088,A
22089,A
22090,H
22091,A
22092,H
22093,H
22094,A
22095,A
22096,H
22097,H
22098,H
22099,A
22100,A
22101,H
22102,H
22103,H
22104,H
22105,A
22106,A
22107,H
22108,H
22109,A
22110,A
22111,A
22112,A
22113,H
22114,H
22115,H
22116,H
22117,H
22118,H
22119,H
22120,A
22121,A
22122,A
22123,A
22124,H
22125,A
22126,A
22127,H
22128,H
22129,H
22130,A
22131,H
22132,H
22133,H
22134,A
22135,H
22136,H
22137,H
22138,A
22139,H
22140,A
22141,A
22142,H
22143,H
22144,H
22145,H
22146,H
22147,A
22148,H
22149,H
22150,A
22151,H
22152,A
22153,A
22154,A
22155,A
22156,A
22157,A
22158,A
22159,H
22160,A
22161,H
22162,H
22163,H
22164,A
22165,H
22166,A
22167,A
22168,H
22169,H
22170,A
22171,A
22172,A
22173,A
22174,H
22175,A
22176,H
22177,H
22178,H
22179,H
22180,H
22181,A
22182,H
22183,H
22184,H
22185,H
22186,H
22187,H
22188,A
22189,A
22190,A
22191,H
22192,H
22193,H
22194,A
22195,H
22196,A
22197,H
22198,H
22199,A
22200,H
22201,H
22202,H
22203,H
22204,H
22205,H
22206,A
22207,H
22208,H
22209,H
22210,H
22211,H
22212,A
22213,A
22214,A
22215,A
22216,H
22217,A
22218,A
22219,H
22220,H
22221,A
22222,A
22223,H
22224,A
22225,H
22226,H
22227,H
22228,A
22229,H
22230,H
22231,A
22232,H
22233,A
22234,H
22235,A
22236,A
22237,H
22238,A
22239,H
22240,A
22241,H
22242,H
22243,H
22244,A
22245,H
22246,H
22247,H
22248,A
22249,H
22250,A
22251,H
22252,A
22253,H
22254,A
22255,A
22256,H
22257,A
22258,H
22259,A
22260,A
22261,A
22262,A
22263,A
22264,H
22265,H
22266,H
22267,H
22268,A
22269,H
22270,A
22271,H
22272,A
22273,A
22274,A
22275,H
22276,A
22277,H
22278,A
22279,H
22280,H
22281,H
22282,A
22283,A
22284,A
22285,A
22286,H
22287,A
22288,A
22289,H
22290,H
22291,A
22292,A
22293,A
22294,H
22295,H
22296,A
22297,H
22298,H
22299,H
22300,A
22301,H
22302,H
22303,A
22304,A
22305,A
22306,H
22307,A
22308,H
22309,A
22310,H
22311,H
22312,A
22313,A
22314,A
22315,A
22316,A
22317,H
22318,A
22319,A
22320,H
22321,H
22322,H
22323,H
22324,A
22325,H
22326,H
22327,A
22328,H
22329,H
22330,H
22331,H
22332,H
22333,A
22334,H
22335,A
22336,A
22337,H
22338,A
22339,A
22340,A
22341,A
22342,A
22343,H
22344,A
22345,A
22346,A
22347,H
22348,A
22349,H
22350,A
22351,A
22352,H
22353,A
22354,H
22355,H
22356,H
22357,A
22358,H
22359,A
22360,A
22361,H
22362,H
22363,A
22364,A
22365,A
22366,H
22367,H
22368,H
22369,A
22370,H
22371,A
22372,H
22373,A
22374,A
22375,A
22376,H
22377,H
22378,A
22379,A
22380,H
22381,H
22382,H
22383,H
22384,H
22385,A
22386,H
22387,H
22388,H
22389,H
22390,H
22391,A
22392,A
22393,A
22394,A
22395,H
22396,H
22397,H
22398,H
22399,H
22400,H
22401,H
22402,A
22403,A
22404,H
22405,H
22406,H
22407,A
22408,H
22409,H
22410,A
22411,H
22412,H
22413,A
22414,H
22415,H
22416,H
22417,A
22418,H
22419,H
22420,H
22421,A
22422,H
22423,A
22424,A
22425,H
22426,H
22427,A
22428,H
22429,H
22430,H
22431,A
22432,A
22433,H
22434,A
22435,H
22436,A
22437,A
22438,H
22439,H
22440,A
22441,H
22442,H
22443,A
22444,A
22445,H
22446,H
22447,A
22448,H
22449,H
22450,H
22451,H
22452,A
22453,H
22454,H
22455,H
22456,A
22457,H
22458,A
22459,A
22460,H
22461,H
22462,A
22463,A
22464,A
22465,A
22466,A
22467,A
22468,H
22469,A
22470,A
22471,A
22472,H
22473,H
22474,A
22475,H
22476,H
22477,H
22478,H
22479,A
22480,A
22481,H
22482,A
22483,A
22484,A
22485,A
22486,H
22487,H
22488,A
22489,H
22490,H
22491,H
22492,A
22493,H
22494,H
22495,H
22496,H
22497,H
22498,H
22499,A
22500,A
22501,H
22502,H
22503,H
22504,H
